6.6060	30.00	4.930	42.20	6.1899	6	0.4280	0.09252	300.0	16.60	383.78	7.37
6.8970	30.00	4.930	54.30	6.3361	6	0.4280	0.11329	300.0	16.60	391.25	11.38
6.0950	30.00	4.930	65.10	6.3361	6	0.4280	0.10612	300.0	16.60	394.62	12.40
6.3580	30.00	4.930	52.90	7.0355	6	0.4280	0.10290	300.0	16.60	372.75	11.22
6.3930	30.00	4.930	7.80	7.0355	6	0.4280	0.12757	300.0	16.60	374.71	5.19
5.5930	22.00	5.860	76.50	7.9549	7	0.4310	0.20608	330.0	19.10	372.49	12.50
5.6050	22.00	5.860	70.20	7.9549	7	0.4310	0.19133	330.0	19.10	389.13	18.46
6.1080	22.00	5.860	34.90	8.0555	7	0.4310	0.33983	330.0	19.10	390.18	9.16
6.2260	22.00	5.860	79.20	8.0555	7	0.4310	0.19657	330.0	19.10	376.14	10.15
6.4330	22.00	5.860	49.10	7.8265	7	0.4310	0.16439	330.0	19.10	374.71	9.52
6.7180	22.00	5.860	17.50	7.8265	7	0.4310	0.19073	330.0	19.10	393.74	6.56
6.4870	22.00	5.860	13.00	7.3967	7	0.4310	0.14030	330.0	19.10	396.28	5.90
6.4380	22.00	5.860	8.90	7.3967	7	0.4310	0.21409	330.0	19.10	377.07	3.59
6.9570	22.00	5.860	6.80	8.9067	7	0.4310	0.08221	330.0	19.10	386.09	3.53
8.2590	22.00	5.860	8.40	8.9067	7	0.4310	0.36894	330.0	19.10	396.90	3.54
6.1080	80.00	3.640	32.00	9.2203	1	0.3920	0.04819	315.0	16.40	392.89	6.57
5.8760	80.00	3.640	19.10	9.2203	1	0.3920	0.03548	315.0	16.40	395.18	9.25
7.4540	90.00	3.750	34.20	6.3361	3	0.3940	0.01538	244.0	15.90	386.34	3.11
8.7040	20.00	3.970	86.90	1.8010	5	0.6470	0.61154	264.0	13.00	389.70	5.12
7.3330	20.00	3.970	100.00	1.8946	5	0.6470	0.66351	264.0	13.00	383.29	7.79
6.8420	20.00	3.970	100.00	2.0107	5	0.6470	0.65665	264.0	13.00	391.93	6.90
7.2030	20.00	3.970	81.80	2.1121	5	0.6470	0.54011	264.0	13.00	392.80	9.59
7.5200	20.00	3.970	89.40	2.1398	5	0.6470	0.53412	264.0	13.00	388.37	7.26
8.3980	20.00	3.970	91.50	2.2885	5	0.6470	0.52014	264.0	13.00	386.86	5.91
7.3270	20.00	3.970	94.50	2.0788	5	0.6470	0.82526	264.0	13.00	393.42	11.25
7.2060	20.00	3.970	91.60	1.9301	5	0.6470	0.55007	264.0	13.00	387.89	8.10
5.5600	20.00	3.970	62.80	1.9865	5	0.6470	0.76162	264.0	13.00	392.40	10.45
7.0140	20.00	3.970	84.60	2.1329	5	0.6470	0.78570	264.0	13.00	384.07	14.79
8.2970	20.00	3.970	67.00	2.4216	5	0.5750	0.57834	264.0	13.00	384.54	7.44
7.4700	20.00	3.970	52.60	2.8720	5	0.5750	0.54050	264.0	13.00	390.30	3.16
5.9200	20.00	6.960	61.50	3.9175	3	0.4640	0.09065	223.0	18.60	391.34	13.65
5.8560	20.00	6.960	42.10	4.4290	3	0.4640	0.29916	223.0	18.60	388.65	13.00
6.2400	20.00	6.960	16.30	4.4290	3	0.4640	0.16211	223.0	18.60	396.90	6.59
6.5380	20.00	6.960	58.70	3.9175	3	0.4640	0.11460	223.0	18.60	394.96	7.73
7.6910	20.00	6.960	51.80	4.3665	3	0.4640	0.22188	223.0	18.60	390.77	6.58
6.7580	40.00	6.410	32.90	4.0776	4	0.4470	0.05644	254.0	17.60	396.90	3.53
6.8540	40.00	6.410	42.80	4.2673	4	0.4470	0.09604	254.0	17.60	396.90	2.98
7.2670	40.00	6.410	49.00	4.7872	4	0.4470	0.10469	254.0	17.60	389.25	6.05
6.8260	40.00	6.410	27.60	4.8628	4	0.4470	0.06127	254.0	17.60	393.45	4.16
6.4820	40.00	6.410	32.10	4.1403	4	0.4470	0.07978	254.0	17.60	396.90	7.19
6.8120	20.00	3.330	32.20	4.1007	5	0.4429	0.21038	216.0	14.90	396.90	4.85
7.8200	20.00	3.330	64.50	4.6947	5	0.4429	0.03578	216.0	14.90	387.31	3.76
6.9680	20.00	3.330	37.20	5.2447	5	0.4429	0.03705	216.0	14.90	392.23	4.59
7.6450	20.00	3.330	49.70	5.2119	5	0.4429	0.06129	216.0	14.90	377.07	3.01
7.9230	90.00	1.210	24.80	5.8850	1	0.4010	0.01501	198.0	13.60	395.52	3.16
7.0880	90.00	2.970	20.80	7.3073	1	0.4000	0.00906	285.0	15.30	394.72	7.85
6.4530	55.00	2.250	31.90	7.3073	1	0.3890	0.01096	300.0	15.30	394.72	8.23
6.2300	80.00	1.760	31.50	9.0892	1	0.3850	0.01965	241.0	18.20	341.60	12.93
6.2090	52.50	5.320	31.30	7.3172	6	0.4050	0.03871	293.0	16.60	396.90	7.14
6.3150	52.50	5.320	45.60	7.3172	6	0.4050	0.04590	293.0	16.60	396.90	7.60
6.5650	52.50	5.320	22.90	7.3172	6	0.4050	0.04297	293.0	16.60	371.72	9.51
6.8610	80.00	4.950	27.90	5.1167	4	0.4110	0.03502	245.0	19.20	396.90	3.33
7.1480	80.00	4.950	27.70	5.1167	4	0.4110	0.07886	245.0	19.20	396.90	3.56
6.6300	80.00	4.950	23.40	5.1167	4	0.4110	0.03615	245.0	19.20	396.90	4.70
6.3450	70.00	2.240	20.10	7.8278	5	0.4000	0.06466	358.0	14.80	368.24	4.97
7.0410	70.00	2.240	10.00	7.8278	5	0.4000	0.05561	358.0	14.80	371.58	4.74
6.8710	70.00	2.240	47.40	7.8278	5	0.4000	0.04417	358.0	14.80	390.86	6.07
6.5900	34.00	6.090	40.40	5.4917	7	0.4330	0.03537	329.0	16.10	395.75	9.50
6.4950	34.00	6.090	18.40	5.4917	7	0.4330	0.09266	329.0	16.10	383.61	8.67
6.9820	34.00	6.090	17.70	5.4917	7	0.4330	0.10000	329.0	16.10	390.43	4.86
7.2360	33.00	2.180	41.10	4.0220	7	0.4720	0.05515	222.0	18.40	393.68	6.93
6.6160	33.00	2.180	58.10	3.3700	7	0.4720	0.05479	222.0	18.40	393.36	8.93
7.4200	33.00	2.180	71.90	3.0992	7	0.4720	0.07503	222.0	18.40	396.90	6.47
6.8490	33.00	2.180	70.30	3.1827	7	0.4720	0.04932	222.0	18.40	396.90	7.53
5.7060	35.00	6.060	28.40	6.6407	1	0.4379	0.05023	304.0	16.90	394.02	12.43
6.0310	35.00	6.060	23.30	6.6407	1	0.4379	0.03466	304.0	16.90	362.25	7.83
7.2410	35.00	1.520	49.30	7.0379	1	0.4420	0.01301	284.0	15.50	394.74	5.49
6.5400	0.00	1.890	59.70	6.2669	1	0.5180	0.02498	422.0	15.90	389.96	8.65
6.6960	55.00	3.780	56.40	5.7321	5	0.4840	0.02543	370.0	17.60	396.90	7.18
6.8740	55.00	3.780	28.10	6.4654	5	0.4840	0.03049	370.0	17.60	387.97	4.61
6.0140	0.00	4.390	48.50	8.0136	3	0.4420	0.03113	352.0	18.80	385.64	10.53
5.8980	0.00	4.390	52.30	8.0136	3	0.4420	0.06162	352.0	18.80	364.61	12.67
6.5160	85.00	4.150	27.70	8.5353	4	0.4290	0.01870	351.0	17.90	392.43	6.36
6.6350	80.00	2.010	29.70	8.3440	4	0.4350	0.01501	280.0	17.00	390.94	5.99
6.9390	40.00	1.250	34.50	8.7921	1	0.4290	0.02899	335.0	19.70	389.85	5.89
6.4900	40.00	1.250	44.40	8.7921	1	0.4290	0.06211	335.0	19.70	396.90	5.98
6.5790	60.00	1.690	35.90	10.7103	4	0.4110	0.07950	411.0	18.30	370.78	5.49
5.8840	60.00	1.690	18.50	10.7103	4	0.4110	0.07244	411.0	18.30	392.33	7.79
6.7280	90.00	2.020	36.10	12.1265	5	0.4100	0.01709	187.0	17.00	384.46	4.50
5.6630	80.00	1.910	21.90	10.5857	4	0.4130	0.04301	334.0	22.00	382.80	8.05
5.9360	80.00	1.910	19.50	10.5857	4	0.4130	0.10659	334.0	22.00	376.04	5.57
